timestamp,device_id,voltage,current,power,light_raw
2025-12-07T23:36:36,esp32-01,0,0.282,0,0
2025-12-07T23:36:38,esp32-01,0,0.282,0,0
2025-12-07T23:36:40,esp32-01,0,0.282,0,0
2025-12-07T23:36:43,esp32-01,0,0.282,0,0
2025-12-07T23:36:45,esp32-01,0,0.282,0,0
2025-12-07T23:36:47,esp32-01,0,0.282,0,0
2025-12-07T23:36:49,esp32-01,0,0.256,0,0
2025-12-07T23:36:51,esp32-01,0,0.269,0,0
2025-12-07T23:36:53,esp32-01,0,0.256,0,0
2025-12-07T23:36:55,esp32-01,0,0.269,0,0
2025-12-07T23:36:57,esp32-01,0,0.256,0,0
2025-12-07T23:36:59,esp32-01,0,0.269,0,0
2025-12-07T23:37:01,esp32-01,0,0.269,0,0
2025-12-07T23:37:04,esp32-01,0,0.295,0,0
2025-12-07T23:37:06,esp32-01,0,0.269,0,0
2025-12-07T23:37:08,esp32-01,0,0.282,0,0
2025-12-07T23:37:10,esp32-01,0,0.282,0,0
2025-12-07T23:37:12,esp32-01,0,0.282,0,0
2025-12-07T23:37:14,esp32-01,0,0.282,0,0
2025-12-07T23:37:16,esp32-01,0,0.282,0,0
2025-12-07T23:37:18,esp32-01,0,0.269,0,0
2025-12-07T23:37:20,esp32-01,0,0.295,0,0
2025-12-07T23:37:22,esp32-01,0,0.282,0,0
2025-12-07T23:37:25,esp32-01,0,0.256,0,0
2025-12-07T23:37:27,esp32-01,0,0.269,0,0
2025-12-07T23:37:29,esp32-01,0,0.295,0,0
2025-12-07T23:37:31,esp32-01,0,0.282,0,0
2025-12-07T23:37:33,esp32-01,0,0.295,0,0
2025-12-07T23:37:35,esp32-01,0,0.282,0,0
2025-12-07T23:37:37,esp32-01,0,0.269,0,0
2025-12-07T23:37:39,esp32-01,0,0.269,0,0
2025-12-07T23:37:41,esp32-01,0,0.269,0,0
2025-12-07T23:37:43,esp32-01,0,0.282,0,0
2025-12-07T23:37:46,esp32-01,0,0.256,0,0
2025-12-07T23:37:48,esp32-01,0,0.282,0,0
2025-12-07T23:37:50,esp32-01,0,0.269,0,0
2025-12-07T23:37:52,esp32-01,0,0.282,0,0
2025-12-07T23:37:54,esp32-01,0,0.256,0,0
2025-12-07T23:37:56,esp32-01,0,0.282,0,0
2025-12-07T23:37:58,esp32-01,0,0.282,0,0
2025-12-07T23:38:00,esp32-01,0,0.269,0,0
2025-12-07T23:38:02,esp32-01,0,0.282,0,0
2025-12-07T23:38:04,esp32-01,0,0.282,0,0
2025-12-07T23:38:07,esp32-01,0,0.269,0,0
